activity;['go', 'baduk', 'go-spelare', 'gote', 'hane', 'sten', 'wei-chi', 'weiqi', '⚆', '⚇', '⚈', '⚉', 'go spel'];Ett brädspel som ursprungligen kom från Kina.
socially-constructed-person;['påve', 'påven', 'biskop av rom', 'biskopen av rom', 'patriarken av rom', 'pove', 'poven', 'påvedöme', 'påvedömet', 'påvekyrkan', 'påvestolen', 'påvlig', 'roms biskop', 'pontifikal', 'kristi ställföreträdare', 'helige fader', 'katolska påven', 'påvliga', 'romersk-katolska påven'];Biskopen av Rom. överhuvudet för den romersk-katolska kyrkan.
socially-constructed-person;['jungfru maria', 'maria', 'madonna', 'maria, jesu mor', 'assumptio', 'den heliga jungfrun', 'heliga jungfrun', 'jesu mor', 'madonnan', 'maria, jesu moder', 's:ta maria', 'vår fru', 'jungfru', 'mary', 'the virgin'];Jesus mors namn.
socially-constructed-person;['drottninggemål', 'drottning', 'drottning gemål', 'drottning-umgås', 'drottningar gemål', 'empressgemålen'];En kungs hustru.
socially-constructed-person;['drottning'];En kungs hustru.
socially-constructed-person;['författare', 'skribent', 'upphovsman', 'författararinna', 'romanförfattare', 'skriftställare', 'författade', 'författar', 'författarinna', 'författarna', 'författarskap', 'författarverksamhet', 'författat', 'indisk författare', 'litteratör', 'skriftställar', 'skriftställaren', 'skriftställarinna', 'skriftställarskap', 'skriftställeri', 'författaren'];Person ansvarig för innehållet i en utgiven roman, bok eller text.
space-region;['plan', 'i planet', 'planet'];En platt yta med oändlig utsträckning i alla riktningar.
space-region;['trend'];Den generella inrikting eller tendens hos en uppsättning statistiska data satt i relation till tid eller till en annan relaterad uppsättning statistiska data.
space-region;['vattendelare', 'dränering klyftan', 'vatten avsked', 'vatten klyftan'];Skiljelinjen mellan två näraliggande flodsystem, som en bergskam.
space-region;['runda'];En reguljär rutt för en vaktpost eller polisman.
space-region;['sfär', 'boll', 'glob', 'klot', 'sfärisk', 'sfäriska', '2-sfären', 'halvsfärisk', 'klotformiga'];En solid eller ihålig sfär.
space-region;['sfär', 'boll', 'glob', 'klot', 'sfärisk', 'sfäriska', '2-sfären', 'halvsfärisk', 'klotformiga'];En solid eller ihålig sfär.
spatial-feature;['udde'];Ett näs som sticker ut i havet från kusten, ofta med branta klippor.
spatial-feature;['landningsbana', 'rullbana', 'startbana', 'taxibana', 'bana', 'banan belysning', 'landningsbanor'];En landsträng som hålls röjd och reserverad för flygplan att lyfta från och landa på.
spatial-feature;['depression', 'sänka', 'fördjupning', 'geologisk depression', 'naturlig depression'];Ett område som är topografiskt sett lägre än omgivningen.
spatial-feature;['himmel', 'sky', 'himlen', 'himmelen'];Den del av jordens atmosfär och den utanförliggande rymden som är synlig från jordytan. Dagtid upplevs den som blå och under nattetid som svart.
spatial-feature;['fingerspets', 'fingertopp'];Änden eller spetsen på ett finger.
spatial-feature;['golv', 'golvet', 'golven'];Den nedersta eller lägsta delen av ett rum. den stödjande ytan i ett rum.
subject;['biovetenskaper', 'livsvetenskaper', 'bioscience', 'biovetenskap', 'life science'];Vetenskap baserad på alla levande organismer.
subject;['hydraulik', 'strömningsmekanik', 'vattenbyggnad', 'vattenbyggnadslära', 'hydrauliska', 'strömningslära', 'flöde', 'flödesdynamik', 'flödesmekanik', 'hydralik', 'hydrauliksystem', 'hydraulisk', 'hyudralisk', 'strömning', 'fluiddynamik', 'hydraulsystem', 'flytande dynamicist', 'flytande fysik', 'hydrauliskt', 'hydraultryck'];Den vetenskapliga och tekniska gren som sysslar med mekaniken hos icke-fasta materier, i synnerhet vätskor.
subject;['arkeologi', 'arkeologiska', 'arkeologisk', 'arkeologiskt', 'bebyggelsearkeologi', 'fornforskare', 'fornforskning', 'fornkunskap', 'fältarkeologi', 'arkeologin', 'arkeologer'];Det vetenskapliga studiet av de materiella lämningarna av historiska eller förhistoriska folkslags kulturer.
subject;['morfologi', 'jämförande anatomi', 'växtmorfologi'];Den gren av biologin som sysslar med organismernas form och struktur.
subject;['vulkanologi', 'volcanologists'];Den gren av geologin som behandlar vulkanism.
subject;['onkologi', 'cancerforskare', 'tumörbiologi', 'onkolog', 'barnonkologi', 'onkologiska sjukdomar', 'cancervården', 'medicinsk onkologi', 'onkologer'];Studiet av orsaker till och utveckling, kännetecken och behandling av tumörer.
subject;['kardiologi', 'cardiologi', 'hjärtläkare', 'kardiolog', 'kardiologer', 'kardiovaskulär medicin'];Studiet av hjärtat.
subject;['anatomi', 'anatom', 'anatomie', 'anatomisk', 'antropotomi', 'fytotomi', 'systematisk anatomi', 'växtanatomi', 'zootomi', 'allmän anatomi', 'anatomiska'];Den vetenskap som studerar den fysiska strukturen hos växter och djur.
subject;['termodynamik', 'värmelära', 'energilära', 'isobar process', 'molekylär termodynamik', 'termodynamisk', 'värmeläran', 'klassisk termodynamik', 'termodynamiska'];Den gren av fysiken som söker härleda, från ett begränsat antal grundläggande postulat, relationer mellan materiens egenskaper, speciellt de som hänger samman med temperatur, samt en beskrivning av omvandlingar av energi från en form till en annan.
subject;['astronomi', 'astromi', 'astromomi', 'astronomin', 'astronomisk', 'astronomiska', 'uranology'];Den vetenskap som ägnar sig åt himlakroppar samt observation och tolkning av den strålning som mottas i närheten av jorden från universums beståndsdelar.
subject;['kärnfysik', 'atomfysik', 'kärnfysiker', 'kärnvetenskap', 'nucleonics'];Studiet av atomkärnans kännetecken, uppförande och inre struktur.
subject;['kemi', 'formelenhet', 'kemin', 'kemisk', 'kemiska', '⚗', 'kemiska vetenskaperna', 'kemivetenskap', 'tillämpad kemi'];Det vetenskapliga studiet av materians egenskaper, sammansättning och struktur. samt förändringar av materians struktur och sammansättning och de förändringar av energi som dessa leder till.
subject;['ornitologi', 'fågelskådare', 'fågelskådning', 'nattfågellyssning', 'ornitolog', 'ornitologer', 'ornitologisk', 'ornitologiska'];Den gren av zoologin som befattar sig med studiet av fåglar, inklusive deras fysiologi, klassifikation, ekologi och beteende.
subject;['ontologi', 'ontolog', 'ontologer', 'ontologisk', 'ontologiskt', 'ontologiska'];Den gren av metafysiken som intresserar sig för naturen och de essentiella särdragen för existens och det som existerar.
subject;['biologi', 'biologiska', 'biologin', 'biologisk', 'biovetenskap', 'biologisk vetenskap', 'biologisk forskning', 'biologiska vetenskapen'];Den underavdelning inom naturvetenskapen som studerar liv och levande organismer.
subject;['informationsvetenskap', 'informatik', 'dokumentation', 'informationsbehandling', 'ip'];Processen att samla, klassificera och sprida information, ofta för att stödja det påstående eller de data som ges i en bok eller artikel.
subject;['naturvetenskap', 'naturforskare', 'naturforskning', 'naturvetare', 'naturvetenskapen', 'naturvetenskaper', 'naturvetenskaperna', 'naturvetenskaplig', 'naturvetenskapligt', 'naturvetenskapsman'];De vetenskapliga grenar som sysslar med objektivt mätbara fenomen som har att göra med energins och materiens relationer och omvandlingar, såsom biologi fysik och kemi.
subject;['semantik', 'semantisk', 'semantiska', 'semantiskt'];Gren av lingvistik som studerar betydelse i språk.
subject;['akustik', 'akustiker', 'akustisk', 'akustiska', 'akustiska data till'];Vetenskapen om skapandet, överförandet och effekterna av ljud.
substance-role;['kattlåda', 'strö'];Strå, hö eller liknande material som används som strömaterial för djur
taxonomic-collection;['adjektiv', 'egenskapsord', 'tilläggsord', 'adj.', 'adjektivformen', 'attributiva adjektiv', 'predikat adjektiv'];Ett ord som modifierar eller beskriver ett substantiv eller pronomen.
taxonomic-collective;['art', 'djurarter', 'arten', 'artepitet', 'artnamn', 'fiskart', 'god art', 'växtart', 'växtarter', 'arter', 'biologiska arter', 'fylogenetiska arten konceptet'];En taxonomisk kategori som ligger omedelbart under ett släkte och omfattar nära besläktade, morfologiskt likartade individer som faktiskt eller potentiellt parar sig med varandra.
taxonomic-collective;['fisk', 'pisces', 'fiskar', 'ichthyofauna', 'marina fiskar'];Ett kallblodigt ryggradsdjur som lever i vatten, rör sig med hjälp av fenor och andas med gälar (Pisces).
taxonomic-collective;['duvor', 'duva', 'columbidae', 'familj columbidae'];En av flera fåglar i familjen Columbidae.
taxonomic-collective;['andfåglar', 'anseriformes', 'andfågel', 'ordning anseriformes'];En ordning (Anseriformes) av fåglar med simhud. de flesta fortfarande vattenlevande.
taxonomic-collective;['valnötssläktet', 'valnöt', 'valnötsträd', 'juglans regia', 'juglans', 'valnötter', 'släktet juglans'];Stort lövfällande träd (Juglans regia) i familjen valnötsväxter (Juglandaceae) som producerar en ätlig frukt med hårt skal och oljerikt frö.
technique;['kreativitet', 'kreativ', 'kreativa processer', 'kreativt tänkande', 'kreativa processen'];En persons förmåga att skapa eller uppfinna.
technique;['intellekt', 'förnuft', 'intellektuell', 'förstånd', 'förnuftet', 'intellektuella', 'resonemang'];Förmågan till rationellt tänkande.
technique;['innovation', 'uppfinning', 'innovationer', 'innovationsföretag', 'innovationsprocess', 'innovationsprocessen', 'innovatör', 'omstörtande innovationer', 'uppfinna', 'innovativa', 'teknisk innovation', 'uppfanns', 'uppfinnare', 'uppfinningar'];Någonting nyligen introducerat, som en ny metod eller apparat.
technique;['fantasi', 'syn', 'inbillning', 'fantasifulla', 'vision'];Förmågan att skapa imaginära bilder, händelser, eller historier.
technique;['konst', 'artisteri', 'konsten', 'tapperhet'];En överlägsen färdighet som man kan lära sig genom studium, övning och observation.
temporal-region;['helgdag', 'allmän helgdag', 'allmänna helgdagar', 'festdag', 'helgdagar', 'nationell helgdag', 'röd dag', 'röda dagar', 'röddag', 'storhelg', 'storhelger', 'rörlig helgdag', 'tidningsfria dagar', 'semester', 'sekulär semester'];En dag då arbete enligt lag eller sedvänja ej utförs, som en religiös högtid etc.
temporal-region;['tidsålder', 'tidevarv', 'ålder', 'historisk tid'];En historisk tidsperiod.
temporal-region;['säsong', 'säsong av seriespel eller idrottstävling', 'säsong för sportklubb', 'idrottssäsong', 'spelår', 'sportsäsong', 'tävlingssäsong', 'tävlingsår', 'nära säsongen', 'säsongen', 'försäsongen', 'hemma och borta säsongen', 'lågsäsong', 'offseason', 'ordinarie säsong'];En fastställd svit eller serie av kulturella evenemang. till exempel teaterföreställningar, idrottstävlingar eller liknande, som fortlöper under en längre tidsperiod vilken dock är kortare än ett år.
temporal-region;['år', 'kalenderår', 'gregorianska året', 'ma'];En tidsperiod mellan två fasta datum vilka utgör ett år, från den första januari till den 31 december enligt den gregorianska kalendern.
temporal-region;['ålder', 'år', 'lång tid', 'gregorianska året', 'ma'];Den tidsperiod som en person, ett djur eller en växt har levt eller förväntas leva.
temporal-region;['tidsålder', 'tidevarv', 'ålder', 'historisk tid'];En historisk tidsperiod.
temporal-region;['valborgsmässoafton', 'sista april', 'siste april', 'valborg', 'vappu', 'klara vappen', 'majbrasa', 'majkase', 'valborgsmäss', 'valborgsmässan', 'vappen', 'walpurgis afton', 'wappen', 'majbrasan', 'valborgsmässobål', 'valborgsmässoeld', 'walpurgisnacht'];Ett firande på kvällen mellan 30 april och den 1 maj som har sitt ursprung i hedniska traditioner.
temporal-region;['söndag', 'herrens dag', 'helgdag', 'söndagar', 'söndagen', 'dominicus'];Den sjunde dagen i veckan i Europa och i system som använder ISO 8601-normen. den första dagen i veckan i USA, vilodagen för de flesta kristna.
temporal-region;['skottår', 'lista över skottår', 'sekelskottår', 'skottdag', 'skottdagen', 'skottmånad', 'undantaget', 'år med 366 dagar', '366 dagar', 'interkalendarisk år', 'skottår år'];Ett år med 366 dagar i stället för 365.
temporal-region;['semester', 'tjänstledighet', 'lov', 'ferie', 'vacation', 'tjänstledig', 'tjänstledigt'];En period under vilken ett uppehåll görs i arbete eller studier för vila, resa eller fritidssysselsättningar.
temporal-region;['årstid', 'orsaken till årstider', 'årstider', 'årstiderna', 'säsong', 'säsongen', 'tid på året'];En av fyra lika långa perioder i vilka året indelas av dagjämningar och solstånd, orsakade av den synbara rörelsen av solen norr och söder om ekvatorn under jordens rörelse runt den. Dessa perioder (vår, sommar, höst och vinter) har sina karakteristiska drag i olika områden, och infaller på motsatt tid i den norra och södra hemisfären.
temporal-region;['månad', 'kalendermånad', 'månader'];En period som året indelas i, historiskt sett baserad på månens faser. I den gregorianska kalendern finns det tolv månader.
temporal-region;['vinter', 'vintern', 'vintersäsong', 'vintersäsongen', 'förvinter', 'mildvinter', 'senvinter', 'vintrar', 'vintrarna', 'austral vintern', 'vintertid'];Traditionellt den fjärde årstiden, kännetecknad av att halvklotet lutar bort från solen vilket innebär korta dagar, långa nätter och låga temperaturer.
temporal-region;['januari', 'jannuari', 'torremånad', 'torsmånad', 'jan'];Den första månaden enligt den gregorianska kalendern, med 31 dagar.
temporal-region;['torsdag', 'torsdagar', 'torsdagen', 'ärtsoppstorsdag'];Den fjärde dagen i veckan i Europa och i system som använder ISO 8601-normen. den femte dagen i veckan i USA.
temporal-region;['januari', 'jannuari', 'torremånad', 'torsmånad', 'jan'];Den första månaden enligt den gregorianska kalendern, med 31 dagar.
temporal-region;['januari', 'jannuari', 'torremånad', 'torsmånad', 'jan'];Den första månaden enligt den gregorianska kalendern, med 31 dagar.
temporal-region;['onsdag', 'onsdagar', 'onsdagen', 'ons'];Den tredje dagen av veckan i Europa och i system som använder sig av ISO 8601-normen. den fjärde dagen i veckan i USA.
temporal-region;['december', 'christmånad', 'julmånad', 'kristmåned'];Den tolfte månaden enligt den gregorianska kalendern, med 31 dagar.
temporal-region;['december', 'christmånad', 'julmånad', 'kristmåned'];Den tolfte månaden enligt den gregorianska kalendern, med 31 dagar.
temporal-region;['maj', 'blomstermånad', 'lövmånad'];Den femte månaden enligt den gregorianska kalendern med 31 dagar.
temporal-region;['september', 'fiskemåned', 'höstmånad'];Den nionde månaden enligt den gregorianska kalendern med 30 dagar.
temporal-region;['mars', 'björkmånad', 'mars månad', 'tordmåned', 'vårmånad'];Den tredje månaden enligt den gregorianska kalendern med 31 dagar.
temporal-region;['februari', 'blidemåned', 'göje', 'göjemånad'];Den andra månaden enligt den gregorianska kalendern med 29 dagar under skottår och 28 dagar andra år.
temporal-region;['augusti', 'höstmåned', 'skördemånad'];Den åttonde månaden enligt den gregorianska kalendern med 31 dagar.
temporal-region;['juli', 'hömånad', 'julli', 'ormemåned'];Den sjunde månaden enligt den gregorianska kalendern med 31 dagar.
