abstract-region;['бисёръузва', 'бисёрузва', 'полином'];Бисёръузва́
socially-constructed-person;['рене декарт', 'декарт, рене'];Рене́ Дека́рт
socially-constructed-person;['готфрид лейбнитс', 'лейбнитс, готфрид вилҳелм'];Го́тфрид Ви́лҳелм Ле́йбнитс — файласуф, мантиқдон, риёзидон, механик, физикдон, ҳуқуқшинос, муаррих, дипломат, ихтироъкор ва забоншиноси олмонӣ.
socially-constructed-person;['беркли, ҷорҷ', 'ҷорҷ беркли', 'george berkeley'];Ҷорҷ Бе́ркли
socially-constructed-person;['абраҳам линколн', 'авраҳам линколн', 'abraham lincoln', 'аврахам линколн'];Абраҳам Линколн
socially-constructed-person;['томас гейнсборо', 'thomas gainsborough', 'гейнсборо, томас'];То́мас Ге́йнсборо
socially-constructed-person;['екатеринаи ii', 'catherine'];Екатеринаи II — императори Русия аз соли 1762 то 1796.
socially-constructed-person;['йозеф ҳайдн', 'ҷозеф ҳайдн'];Франс Йозеф Ҳайдн — оҳангсози утришӣ, яке аз намояндагони барҷастаи мактаби мусиқии классикии Вена, асосгузори мусиқии созӣ, мусиқии симфонӣ, квартети торӣ ва оркестри симфонӣ.
socially-constructed-person;['волфганг амадей мотсарт', 'мотсарт', 'мотсарт волфганг амадей'];Волфганг Амадей Мотсарт — композитори бузурги австриягӣ.
socially-constructed-person;['георг вилҳелм фридрих ҳегел', 'гегел, георг вилгелм фридрих'];Гео́рг Вилҳе́лм Фри́дрих Ҳе́гел — файласуфи олмонӣ, намояндаи фалсафаи классикии олмонӣ, эҷодкунандаи назарияи мураттаби диалектика дар заминаи идеализми объективӣ.
socially-constructed-person;['карл фридрих гаусс', 'гаусс, карл фридрих'];Иоҳанн Карл Фридрих Гаусс — риёзидон, механик, физикдон, ахтаршинос ва заминсанҷи олмонӣ.Барандаи Ҷоизаи Копли, Узви Ҷамъияти Салатанатии Лондон, Узви хориҷии хориҷии АИ Порис ва АИ Суэд, узви хориҷии мукотиба ва узви фахрии Академияи илмҳои Санкт-Петербург.
socially-constructed-person;['ҳенри уодсворт лонгфелло', 'henry wadsworth longfellow'];Ҳенри Уодсворт Лонгфелло - Henry Wadsworth Longfellow шоири амрикоӣ мебошад ки бисёр эҷодиёти вай то ҳол машҳур мебошад.
socially-constructed-person;['ҳенри девид торо', 'henry david thoreau'];Ҳенри Девид Торо-Henry David Thoreau дар Амрико
socially-constructed-person;['ҳерман мелвил', 'herman melville'];Ҳерман Мелвил - нависандаи амрикоӣ.
socially-constructed-person;['зигмунд фруйд', 'фрейд, зигмунд'];Зигмунд Фруйд — асабшиноси барҷастаи утришӣ ва бунёнгузори илми равонковӣ, ба унвони як равиши дармонӣ дар равоншиносӣ буд.
socially-constructed-person;['ҷорҷ бернард шоу', 'george bernard shaw', 'шоу, ҷорҷ бернард'];Ҷорҷ Бернард Шоу
socially-constructed-person;['ҷозеф радиярд киплинг', 'rudyard kipling', 'джозеф радиярд киплинг'];Ҷозеф Радиярд Киплинг нависанда ва шоири Англис буд.
socially-constructed-person;['пабло пикассо'];Пабло Пикассо 25 октябр, 1881 — 8 апрел, 1973 рассоми маъруфи испанӣ буд.
socially-constructed-person;['кафка франс', 'франс кафка', 'franz kafka'];Франс Кафка — нависандаи олмонизабон, файласуф, яке аз намояндагони шинохтаи адабиёти қарни бистум.
socially-constructed-person;['елизаветаи ii'];Елизаветаи II — маликаи подшоҳии Бритониёи Кабир.
socially-constructed-person;['ҷорҷ вашингтон', 'george washington', 'вашингтон, ҷорҷ', 'джордж вашингтон'];Ҷорҷ Вашингтон — арбоби давлатӣ, сиёсатмадор, афсар, кишоварз, нахустин Президенти Иёлоти Муттаҳидаи Амрико, сарфармондеҳи Артиши континенталӣ дар Ҷанги мустамликаҳои амрикоиҳои шимолӣ барои истиқлол, асосгузори давлати соҳибистиқлоли ИМА. Ҷорҷ Вашингтон аввалин президенти Иёлоти Муттаҳидаи Амрико.
socially-constructed-person;['бенҷамин ҳаррисон', 'benjamin harrison', 'бенҷамин гаррисон'];Бенҷамин Ҳаррисон
socially-constructed-person;['теодор рузвелт', 'théodore roosevelt', 'рузвелт, теодор'];Теодор Рузвелт
socially-constructed-person;['уилям ҳовард тафт', 'william howard taft', 'тафт, уилям ҳовард'];Уилям Ҳовард Тафт
socially-constructed-person;['вудро вилсон'];То́мас Ву́дро Ви́лсон
socially-constructed-person;['ҷон адамс', 'john adams'];Ҷон Адамс адвокат, сиёсатмадор, дипломат ва яке аз асосгузорони ИМА буд, ки боз 2-юм Президенти ин кишвар бад аз Ҷорҷ Вашингтон буд.
socially-constructed-person;['ҷон кеннеди', 'ҷон фиҷералд кеннеди'];Ҷон Фитзҷе́ралд «Ҷек» Ке́ннеди
