abstract-region;['operando', 'operand'];Un operando es omne argumento que es le objecto de un operation mathematic.
socially-constructed-person;['victoria'];Victoria es le dea roman de victoria.
socially-constructed-person;['cybele'];Cybele, plus sovente appellate le Magne Matre, esseva un dea grec e roman.
socially-constructed-person;['homero'];Homero (in greco antique: Ὅμηρος Hómēros. c.
socially-constructed-person;['euclide', 'euclides'];Euclide esseva un mathematico e geometro grec, qui viveva circa le anno 300 a.
socially-constructed-person;['pindaro'];Pindaro esse un del plus celebre poetas lyric del Grecia classic.
socially-constructed-person;['pāṇini', 'panini'];Pāṇini esseva un grammatico ancian qui es credite de esser le prime persona in le historia human que studiava systematicamente le phonetica, le phonologia e le morphologia.
socially-constructed-person;['thomas de aquino', 'sancte thomas de aquino', 'thomas aquinas'];Thomas de Aquino.
socially-constructed-person;['galileo galilei', 'galileo'];Galileo Galilei esseva un physico, philosopho e astronomo italian.
socially-constructed-person;['jacobo ii de anglaterra'];Jacobo II de Anglaterra esseva le rege de Anglaterra, Irlanda e Scotia ab 1885 usque su disthronavar in 1888.
socially-constructed-person;['leonidas', 'leonidas i'];Leonidas esseva un rege de Sparta, un del filios del rege Anaxandridas II de Sparta.
socially-constructed-person;['eduardo iv de anglaterra'];Eduardo IV de Anglaterra esseva le rege de Anglaterra e senior de Irlanda ab 1461 usque 1470 e etiam ab 1471 usque su morte.
socially-constructed-person;['gengis khan', 'genghis khan', 'temujin'];Gengis Khan (nascite Temujin, "ferrero". c.
socially-constructed-person;['timur lenk', 'tamerlan', 'timur'];Timur Lenk o Tamerlan o simplemente Timur era un conquisitor e imperator turco-mongol.
socially-constructed-person;['allah'];Allah es le deo in le religion monotheista Islam, fundate super le inseniamentos del propheta Mahomet in le prime decennios del seculo 7 EC e postea scripte in le Koran.
socially-constructed-person;['augustino de hippona', 'augustinismo', 'augustino', 'augustino de hippo', 'augustino de hippone', 'augustinus'];Augustino de Hippona esseva le episcopo de Hippona in Africa del nord.
socially-constructed-person;['aristotele', 'aristoteles', 'aristotle'];Aristotele esseva un philosopho antique grec qui studiava con Platon e doceva Alexandro Magne.
socially-constructed-person;['martyre'];Un martyre es un homine, qui pro le profession de su fide suffre et indura le morte.
socially-constructed-person;['albert einstein', 'einstein'];Albert Einstein, nascite in Germania e naturalisate statounitese, es un del scientistas le plus cognoscite del seculo 20.
socially-constructed-person;['nicolaus copernico', 'copernico', 'nicolaus copernicus'];Nicolaus Copernico esseva un mathematico e astronomo e le revivitor in tempores moderne del theoria heliocentric in le astronomia.
socially-constructed-person;['elizabeth i de anglaterra', 'elisabeth i de anglaterra', 'queen elizabeth i'];Elizabeth I esseva le regina de Anglaterra e Irlanda.
socially-constructed-person;['hera'];Hera uxor legitime e un del tres sorores de Zeus in le pantheon olympic del mythologia grec classic.
socially-constructed-person;['pompeio magne', 'pompeio'];Gnaeus Pompeius Magnus, plus cognoscite como Pompeio Magne, esseva un general del Republica Roman e rival principal de Julio Cesar, ben que illes serviva juncte in le Prime Triumvirato.
socially-constructed-person;['marco vipsanio agrippa'];Marco Vipsanio Agrippa era un politico, militar e architecto roman.
socially-constructed-person;['anton chekhov'];Anton Pavlovich Chekhov esseva un doctor de medicina, dramaturgo, e autor qui esseva considerate un del melior autores russe.
socially-constructed-person;['vladimir lenin', 'lenin'];Vladimir Il'ič Lenin vel Vladimir Lenin, esseva le duce del bolchevicos in le revolution russe de 1917, e le prime capite de stato del Union Sovietic.
socially-constructed-person;['fiodor dostoievski', 'fëdor michajlovič dostoevskij', 'fyodor dostoevsky', 'fëdor dostoevskij'];Fëdor Michajlovič Dostoevskij vel Fiodor Dostoievski esseva un autor e philosopho russe.
socially-constructed-person;['ivan petrovich pavlov', 'ivan pavlov'];Ivan Petrovich Pavlov esseva un physiologo russe.
socially-constructed-person;['josef stalin', 'iosif stalin', 'joseph stalin', 'stalin'];Iosif Stalin esseva le Secretario General del Partito Communista de 1922 usque su morte in 1953.
socially-constructed-person;['john napier'];John Napier: Mathematico scote, inventava le logarithmos.
socially-constructed-person;['fee', 'fata'];Un fee es un esser mythic del folklore europee con apparentia de puera que ha alas e un virga magic.
socially-constructed-person;['jockey'];Jockey es le cavallero professional de un cavallo de cursa en un competition.
socially-constructed-person;['architecto'];Le architecto esse un professional que se incarga de projectar edificationes o spatio urbanos, e velar per le adequate disveloppamento de su construction.
socially-constructed-person;['pilota', 'aviator', 'pilot'];Un pilota es un persona cargate de navigar un medio de transporto.
socially-constructed-person;['assassino serial'];Un assassino serial es un persona qui assassinava tres o plus personas durante un certe periodo de tempore, sovente plus que un mense, usualmente con motivos psychologicamente abnormal.
socially-constructed-person;['gay', 'gaius', 'homosexual'];Gay es un parola in Interlingua per al minus le espaniol, francese, e anglese.
socially-constructed-person;['hippie', 'hippi'];Manifestate in le medie parte del annos 1960 e habente su radices in le Beat generation.
socially-constructed-person;['propheta'];Propheta, es que secundo religion accepta declaratio de Deo aut alia divinitate per vision, audition aut in sonio et reporta ad populo.
socially-constructed-person;['dramaturgo'];Un Dramaturgo es un scriptor qui scribe dramas.
socially-constructed-person;['biochimista', 'biochimico'];Un biochimista, o biochimico, es un scientista specialisate in biochimia.
socially-constructed-person;['miguel de cervantes', 'cervantes', 'miguel de cervantes saavedra'];Miguel de Cervantes Saavedra, esseva un autor, dramaturgo, e poeta espaniol.
socially-constructed-person;['angelo', 'archangelo'];Un angelo es un esser supernatural o spirito supernatural e bene in le religiones islamico, christianismo e judaismo.
socially-constructed-person;['apollon', 'apolline'];Apollon o Apolline esseva un importante deo grec e roman.
socially-constructed-person;['antichristo'];Antichristo [an-ti-krís-to]
socially-constructed-person;['herodoto'];Herodoto de Halicarnasso era un historico e geographo grec qui viveva inter 484 e 425 a.Chr.
socially-constructed-person;['messia', 'messianismo', 'titulo messianic'];Etymologia: Le parola messia veni del hebraico mashiah "le Uncto ", un referentia al antique ceremonia hebraic de consecration de reges, prophetas e sacerdotes per medio del unction con oleo.
socially-constructed-person;['presidente'];Presidente es le titulo ordinari del capite de stato in un republica, de un union o de un altere societate juridic.
socially-constructed-person;['michael faraday'];Michael Faraday esseva un physico anglese. un excellente conferentiante, e le fundator del scientia moderne de electricitate.
socially-constructed-person;['neil armstrong'];Neil Alden Armstrong esseva un american ingeniero de aviones, officiero marin, pilota de test e astronauta.
socially-constructed-person;['burgomaestro', 'maestro del citate'];Un burgomaestro o mayor es le chef del administration de un citate e normalmente elegite per le citatanos.
socially-constructed-person;['papa', 'episcopo universal'];Le Papa es le episcopo de Roma, le capite spiritual del Ecclesia Catholic Roman e le monarcha absolute del Citate Vatican.
socially-constructed-person;['moses', 'moyse'];Moses o Moyse es le plus importante figura del historia judee, traditionalmente considerate como liberator, leader, legislator, propheta, e historico pro le hebreos.
socially-constructed-person;['imperator'];Un imperator es le chef de un Imperio, i.e.
socially-constructed-person;['maria', 'mediatrice', 'plenitude del gratia', 'regina del celo'];Maria esseva le matre de Jesus, secundo le Evangelios in le ecclesias christian.
socially-constructed-person;['presidente del statos unite de america'];In le Statos Unite de America le presidente es le chef del stato e anque le chef del governamento.
socially-constructed-person;['prime ministro', 'presidente del consiglio'];In paises de systema parlamentari, le prime ministro e chef de governamento es le capite del governamento si es responsabile ante un parlamento, de que representa le majoritate de le partitos.
socially-constructed-person;['rege', 'soverano', 'monarcha', 'regina'];Rege es le titulo monarchic le plus alte sub imperator, e indica le capite de un monarchia.
socially-constructed-person;['deo', 'bonum diffusivum', 'decretum horribilis', 'dei gratia', 'divinitate', 'omnibenevolente', 'omnitemporal', 'voluntate de deo', 'voluntate permissive', 'voluntate prescriptive'];Un deo es un esser con poteres o attributos supernatural, objecto de fide e adoration per un populo.
socially-constructed-person;['trinitate', 'trinitate immanente'];== Etymologia == Trinitate, ab le latino trinitas, trinitatis del numero latin tres.
socially-constructed-person;['john von neumann'];John von Neumann esseva un illustre mathematico statounitese nascite in Hungaria.
socially-constructed-person;['marco polo'];Marco Polo esseva un viagiator italian
socially-constructed-person;['richard nixon'];Richard Nixon esseva presidente del Statos Unite de America.
socially-constructed-person;['george h. w. bush'];George Herbert Walker Bush esseva le 41me presidente del Statos Unite de America inter 1989 e 1993.
socially-constructed-person;['scriptor'];Un scriptor es un persona qui ha scribite un obra litterari.
space-region;['plano', 'plana'];Le plano es un spatio de duo dimensiones, que con le puncto e le linea esse un entitate geometric fundamental.
space-region;['recta', 'linea recte', 'linea'];Le notion de recta era introducite per le mathematicos ancian pro representar objectos recte con latitude e profunditate negligibile.
space-region;['recta', 'linea recte', 'linea'];Le notion de recta era introducite per le mathematicos ancian pro representar objectos recte con latitude e profunditate negligibile.
space-region;['toro'];In mathematica, un toro es un figura geometric e topologic que consiste de un plano modulate como un inflation con un foramine.
space-region;['cono'];In geometria, un cono es un solido de revolution generate per medio de un rotation de un triangulo rectangular circa un de su cathetos.
