abstract-quality;['personalidade', 'personalidades', 'pessoa', 'temperamento'];Sentir e agir
socially-constructed-person;['patrício', 'ordem senatorial', 'patrikios', 'patriciado', 'patrícia', 'patrícios', 'patrícios romanos', 'aristocracia romana', 'patricius', 'patrício bizantino', 'patrício romano', 'aristocrata', 'sangue azul'];Classe da Roma Antiga e posterior título
socially-constructed-person;['baronete', 'baronet', 'baronetcies', 'baronetes', 'bart'];Abreviado por Bt, um título de nobreza do Reino Unido.
socially-constructed-person;['chickasaw', 'chickasaws'];Povo indígena norte-americano
socially-constructed-person;['seminoles', 'seminole', 'nação seminole', 'índios seminole'];Povo nativo estadunidense
socially-constructed-person;['astecas', 'civilização asteca', 'asteca', 'aztecas', 'imperador asteca', 'império asteca', 'império azteca', 'medicina asteca', 'mexica', 'mexicas', 'nativos astecas contra espanhóis'];Povo mesoamericano também conhecido como "mexicas"
socially-constructed-person;['comanches', 'comanche', 'commanche', 'nação comanche', 'penateka'];Povo nativo dos Estados Unidos da América
socially-constructed-person;['anglo-saxão', 'anglo-saxões', 'anglo-saxónico', 'anglo-saxônico', 'anglo saxões', 'povos anglo-saxônicos', 'anglo-saxã.', 'anglo-saxônica'];Povo originário do norte da Europa que migrou para as ilhas Britânicas no fim da Antiguidade e início da Idade Média
socially-constructed-person;['gregos', 'grego', 'helenos', 'heleno', 'grega', 'gregas'];Naturais ou cidadãos da Grécia
socially-constructed-person;['sabra'];Fruta que nasce nos cactos, em Israel, e que por extensão designa os judeus lá nascidos.
socially-constructed-person;['transtorno bipolar', 'distúrbio bipolar', 'espectro bipolar', 'psicose maníaco-depressiva', 'transtorno afetivo bipolar', 'depressão bipolar', 'transtorno de humor bipolar', 'distúrbio bipolar de ânimo', 'doença bipolar', 'pmd', 'pmd - psicose maníaco-depressiva', 'psicose maníaco depressiva', 'transtorno bipolar de humor', 'bipolar', 'bipolaridade', 'maníaco-depressivo', 'transtorno bipolar do humor', 'transtorno de afeto bipolar', 'transtorno do humor', 'depressão maníaca', 'maníaco-depressiva', 'maníaco depressiva', 'maníaco depressivo', 'transtorno bi-polar'];Como sintoma principal, alterações extremas de humor.
socially-constructed-person;['réu', 'suspeito', 'arguido', 'acusado', 'acusada', 'argüido', 'ré', 'suspeita', 'autor', 'réu criminal', 'réus', 'suspeitos'];Concepção jurídica
socially-constructed-person;['pastor', 'pároco', 'ministro', 'reitor', 'vigário', 'cura', 'curato', 'abade', 'padre', 'pegureiro', 'prior', 'zagal', 'vicário', 'pastor evangélico', 'ministro do evangelho', 'pastor protestante', 'pastora', 'ministro evangélico', 'ministro da religião', 'clérigo', 'coadjutor', 'sacerdate', 'sacerdote', 'assistente de vigário', 'clero cristão', 'clérigos cristãos', 'ministro cristão', 'ministro ordenado', 'ministro religioso', 'pastor-professor', 'pastor sênior', 'pastores', 'pároco auxiliar'];Em diversas igrejas cristãs
socially-constructed-person;['pastor', 'pároco', 'ministro', 'reitor', 'vigário', 'cura', 'curato', 'abade', 'padre', 'pegureiro', 'prior', 'zagal', 'vicário', 'pastor evangélico', 'ministro do evangelho', 'pastor protestante', 'pastora', 'ministro evangélico', 'ministro da religião', 'clérigo', 'coadjutor', 'sacerdate', 'sacerdote', 'assistente de vigário', 'clero cristão', 'clérigos cristãos', 'ministro cristão', 'ministro ordenado', 'ministro religioso', 'pastor-professor', 'pastor sênior', 'pastores', 'pároco auxiliar'];Clérigo protestante
socially-constructed-person;['anglo-saxão', 'anglo-saxões', 'anglo-saxónico', 'anglo-saxônico', 'anglo saxões', 'povos anglo-saxônicos', 'anglo-saxã.', 'anglo-saxônica'];Povo originário do norte da Europa que migrou para as ilhas Britânicas no fim da Antiguidade e início da Idade Média
socially-constructed-person;['astronauta', 'cosmonauta', 'astronautas', 'cosmonautas', 'espaçonauta', 'espaçonautas', 'taikonauta', 'taikonautas'];O navegante do espaço
socially-constructed-person;['palhaço', 'bufão', 'palhaços', 'clown', 'truão'];Em espetáculos circenses ou em outros, se veste de maneira grotesca e faz gracejos, momices, pilhérias e trejeitos, às vezes combinados com malabarismos, para divertir o público
socially-constructed-person;['macho', 'masculino', 'machos', 'sexo masculino', 'homem', 'varão', 'pessoa do sexo masculino'];Gênero biológico
socially-constructed-person;['autor', 'querelante', 'ator', 'acusação', 'promotoria', 'queixoso', 'demandantes', 'requerente'];Uma das parte num processo.
socially-constructed-person;['santo', 'santos', 'santas', 'santidade', 'são', 'santa', 'santo católico', 'santa católica', 'arya', 'ārya', 'santos cristãos'];Aqueles que foram convertidos e salvos por Jesus Cristo, ou ainda desempenharam uma obra admirável segundo os preceitos católicos
socially-constructed-person;['açougueiro', 'talho', 'talhante', 'açougue', 'açougueira', 'acougueiro', 'carniceiro', 'magarefe', 'desmancha', 'abatedor', 'açougueiros'];Ou frigorífico em algumas regiões do Brasil
socially-constructed-person;['instrutor', 'professor', 'docente', 'educador', 'mestre', 'arrais', 'formador', 'maestro', 'mentor', 'monitor', 'rabi', 'rabino', 'instructor', 'instructora', 'instrutora', 'magistério', 'professora', 'corpo docente', 'docência', 'professor primário', 'professora primária', 'mestra', 'auxiliar ensino', 'de ensino', 'professores'];Arte, técnica ou outro conhecimento.
socially-constructed-person;['pocahontas', 'matoaka', 'rebecca rolfe'];A figura histórica
socially-constructed-person;['cônego', 'cónego', 'cabido', 'cônegos', 'canonicato', 'conesia', 'cânone secular'];Cabido pode ser um sinónimo de cônego ou designar um conjunto de cônegos de uma catedral
socially-constructed-person;['refém', 'crise de reféns', 'reféns', 'tomada de reféns', 'resgate de reféns'];Condição de quem fica em poder de outra pessoa ou situação
socially-constructed-person;['jesus', 'jesus cristo', 'jesus de nazaré', 'cristo', 'jesus da galiléia', 'jesus nazareno', 'bom pastor', 'redentor', 'cristo jesus', 'mandamentos de amor', 'rex iudeorum', 'deus-filho', 'deus filho', 'deus menino', 'existência histórica de jesus', 'god son', 'iesus nazarenus', 'infância de jesus', 'jesus menino', 'menino jesus', 'o nazareno', 'senhor jesus', 'yehoshua ha mashiach', 'nazareno'];Figura central do Cristianismo
socially-constructed-person;['cícero', 'marcus tullius cicero', 'marco túlio cícero', 'cicero', 'marco túlio cicero', 'marcos túlio cícero', 'marcus tullius cícero', 'tully'];Orador, escritor, advogado e político romano.
socially-constructed-person;['recepção', 'recepcionista', 'receção'];Local de recepcionar e orientar pessoas.
socially-constructed-person;['lorelei', 'loreley'];Na Alemanha, tema de muitas lendas e músicas.
socially-constructed-person;['socialite', 'jet-set', 'madame', 'socialites'];No sentido pejorativo para "perua"
socially-constructed-person;['realejo', 'sanfona', 'viela de roda', 'hurdy gurdy', 'órgão mecânico', 'moer órgão', 'rua órgão', 'sanfona gaita', 'tocador de realejo', 'órgão mão'];Instrumento de cordas
socially-constructed-person;['ator', 'atriz', 'artista', 'comediante', 'intérprete', 'artista dramático', 'autor', 'fingidor', 'simulador', 'actor', 'actriz', 'atores', 'atrizes', 'ator de teatro', 'actores', 'actrizes', 'ator de televisão', 'atriz de cinema', 'atriz de teatro', 'ator/atriz', 'actor de cinema', 'ator de cinema', 'atora', 'atores de teatro', 'cômico', 'ator americano', 'atriz americana', 'jogador', 'melodramático', 'tespiano'];A profissão
socially-constructed-person;['lama'];Em Portugal
socially-constructed-person;['john philip sousa', 'john philip de sousa', 'john phillip sousa', 'de março de rei', 'sousa'];Músico estadunidense de origem portuguesa
socially-constructed-person;['wasp', 'branca anglo-saxã protestante'];Anglo-Saxão e Protestante"
socially-constructed-person;['celebridade', 'estrela', 'celebridades', 'popstar', 'célebre', 'famoso', 'gossipress', 'gzaiden', 'subcelebridade', 'marcelo nascimento da rocha', 'renome', 'personalidade da mídia', 'personalidade da tv', 'pessoa famosa'];Uma pessoa famosa
socially-constructed-person;['mulher fatal', 'femme fatale', 'sereia', 'mulher sedutora', 'sedutora'];Personagem feminino de ação, do francês Femme Fatale.
socially-constructed-person;['menina', 'moça', 'garota', 'jovem', 'rapariga', 'mocinha', 'mulher', 'bajuda', 'meninas', 'garotas', 'guria', 'senhorita', 'fille', 'mulher jovem'];Garota, moçoila, criança, prostituta
socially-constructed-person;['thomas edison', 'thomas alva edison', 'thomas a. edison', 'edison'];Inventor norte-americano.
socially-constructed-person;['robert oppenheimer', 'julius oppenheimer', 'julius r. oppenheimer', 'julius robert oppenheimer', 'j. robert oppenheimer', 'oppenheimer'];Um dos criadores da bomba atômica
socially-constructed-person;['homem', 'varão', 'macho', 'homens', 'ser humano masculino', 'gajo', 'pessoa humana', 'rapaz', 'marido', 'macho adulto', 'maturação sexual', 'maturidade sexual', 'sexualmente maduros'];O ser humano do sexo masculino
socially-constructed-person;['serafim', 'serafins'];Anjo de seis asas.
socially-constructed-person;['jonathan swift', 'dean swift'];Um escritor irlandês | Irlanda | irlandês.
socially-constructed-person;['pretor', 'serban', 'praetor peregrinus', 'praetor', 'pretura', 'praetor urbanus', 'pretor militar', 'pretor peregrino', 'pretor romano', 'pretor tutelar', 'pretor urbano', 'pretor peregrinus', 'pretor urbanus', 'pretores'];Cargo ou função do pretor.
socially-constructed-person;['maestro', 'mestre', 'director de orquestra', 'maestrina', 'maestrinas', 'maestros', 'regente de orquestra', 'regência', 'regência orquestral'];Regente de uma orquestra ou coro.
socially-constructed-person;['jogador de futebol', 'futebolista', 'jogadora de futebol', 'futebolistas', 'jogadores de futebol', 'felipe augusto'];Também conhecido como melhor marcador.
socially-constructed-person;['samuel beckett', 'becket', 'becket, samuel', 'beckett'];Escritor irlandês ganhador do Prêmio Nobel.
socially-constructed-person;['acadianos', 'acadian', 'época dos acádios'];Povo francófono da América do Norte
socially-constructed-person;['barba negra', 'barba-negra', 'barbanegra', 'blackbeard', 'edward teach', 'edward thatch', 'ensinar'];Famoso pirata
socially-constructed-person;['tenente', 'lugar-tenente', 'tenentes', '1° tenent', '1º tenent', 'tenente aluno', 'terratenente'];Designação de vários postos ou cargos
socially-constructed-person;['carrasco', 'verdugo', 'carnífice', 'carrascos', 'algoz', 'carrasco público'];Funcionário incumbido da execução de uma sentença de morte
socially-constructed-person;['mulato', 'mulata', 'mulatos', 'mulatas'];Denominação vulgar para o filho de brancos com negros
socially-constructed-person;['sócrates', 'socrates', 'o julgamento de sócrates', 'socrático', 'sókrates'];Filósofo grego
socially-constructed-person;['rá', 'ré', 'amon-ra', 'amon-ré', 'rei-sol', 'ra-horakhty', 'rê'];O deus-sol da religião egípcia
socially-constructed-person;['fauno', 'faunos', 'faunus', 'lupércio'];Personificado no rei Fauno, por vezes associado ao grego Pã. Protetor dos lobos.
socially-constructed-person;['marinheiro', 'marujo', 'primeiro-marinheiro', 'segundo-marinheiro', 'aquaviário', 'segundo-marinheiro aluno', 'tripulante', 'marinheiro mercante', 'marinheiros', 'marítimos'];Pessoa que opera em navios
socially-constructed-person;['apaches', 'nação apache', 'índios apaches', 'apache', 'apachean', 'índios apache'];Um grupo ameríndio nativo da América do Norte
socially-constructed-person;['vikings', 'viking', 'viquingue', 'a era viking', 'daneses', 'funeral dos viking', 'viquingues', 'víquingue', 'víquingues'];Guerreiros-marinheiros da Escandinávia
socially-constructed-person;['divindade', 'deidade', 'deus', 'deusa', 'demiurgo', 'divo', 'espírito', 'génio', 'nume', 'númen', 'ídolo', 'divindades', 'deidades', 'divinidade', 'deuses', 'ser divino'];Conjunto de forças que materializam a divindade.
socially-constructed-person;['autor', 'querelante', 'ator', 'acusação', 'promotoria', 'queixoso', 'demandantes', 'requerente'];Uma das parte num processo.
socially-constructed-person;['drácon', 'drácon de atenas', 'draconianas', 'draconte', 'dracón de atenas', 'leis draconianas'];Um legislador ateniense (século VII a.C.)
socially-constructed-person;['edward lear'];Pintor e escritor inglês
socially-constructed-person;['aúra-masda', 'ahura mazda', 'aura-masda', 'ahura-mazda', 'ahúra-mazda', 'aura-mazda', 'aura masda', 'mazza', 'ormuz-mazda', 'ormuzd', 'aúra-mazda', 'aúra masda', 'masda', 'ormasde', 'ormazd'];Um dos deuses da cultura indo-iraniana.
socially-constructed-person;['dalai lama', 'dalai-lama', 'lamaísta', 'dalai lamas', 'grande lama', 'o dalai lama'];Divisão do budismo tibetano
socially-constructed-person;['são jorge', 'jorge da capadócia', 'jorge de anicii', 's. jorge', 'historia da vida de são jorge', 'jorge de anícios', 'saint george', 'st. george'];Santo padroeiro da Catalunha (Espanha)
socially-constructed-person;['fernão de magalhães', 'fernao de magalhaes', 'ferdinand magellan', 'fernando de magalhães', 'fernão magalhães', 'magalhães'];Ao serviço de Castela, efectuou a primeira viagem de circum-navegação do Mundo.
socially-constructed-person;['júlio césar', 'gaius julius caesar', 'a morte de júlio césar', 'caius iulius caesar', 'caius julius caesar', 'gaio júlio césar', 'julio cesar', 'julio césar', 'julius caesar', 'julius caeser', 'julius cæsar', 'júlio cesar', 'júlio divino', 'o assassinato de júlio césar', 'o funeral de júlio césar', 'os funerais de júlio césar', 'césar'];Político e ditador da Antiga Roma.
socially-constructed-person;['perséfone', 'despina', 'persefone', 'persephone', 'cora', 'despoina', 'kore'];Uma deusa grega também chamada Core ou Cora
socially-constructed-person;['mateus', 'são mateus', 'apóstolo mateus', 'mateus apóstolo', 'mateus evangelista', 's. mateus', 'são mateus evangelista', 'são mateus apóstolo', 'levi, filho de alfeu', 'são mateus envangelista', 'levi'];Um dos doze discípulos de Jesus Cristo
socially-constructed-person;['santo andré', 'andré', 'andré, o apóstolo', 'apóstolo andré', 'santo andré apóstolo', 'andré apóstolo', 'santo andré, apóstolo', 'andrew'];Apóstolo de Jesus Cristo, irmão de São Pedro
